"last_name, first_name","player_id","year","pa","home_run","k_percent","bb_percent","p_hit_by_pitch","xba","xslg","sl_avg_speed","sl_avg_spin","ch_avg_speed","ch_avg_spin","cu_avg_speed","cu_avg_spin","si_avg_speed","si_avg_spin"
"Nola, Aaron","605400","2024","69","4",14.5,11.6,"0",".298",".469",,,"84.4","1412","78.5","2451","90","2110"
"Turnbull, Spencer","605513","2024","61","1",26.2,8.2,"1",".233",".348","84.5","2646","87.4","2018","77.4","2707","92.8","2277"
"Rea, Colin","607067","2024","71","2",15.5,4.2,"1",".340",".511",,,,,"78.3","2205","91.6","2138"
"Rodón, Carlos","607074","2024","69","2",18.8,10.1,"0",".261",".421","86.7","2573","84.1","1519","81.9","2620",,
"Glasnow, Tyler","607192","2024","90","2",32.2,7.8,"0",".166",".261","91","2728",,,"84.7","2808","96.1","2431"
"Fedde, Erick","607200","2024","67","5",20.9,9,"1",".286",".586",,,,,,,"93.5","1991"
"Freeland, Kyle","607536","2024","87","3",10.3,9.2,"1",".331",".501","86.5","2281","87.6","1519","83.9","2404","91.7","2234"
"Lugo, Seth","607625","2024","76","0",11.8,6.6,"1",".263",".387","85.7","2677","86","1607","78.6","3198","92.2","2395"
"Fried, Max","608331","2024","56","1",17.9,8.9,"1",".276",".385","85.6","2306","85.4","1444","74.6","2730","93.5","2036"
"Wacha, Michael","608379","2024","69","1",24.6,5.8,"0",".245",".350",,,"81.6","1514","75.4","2352","93.1","2037"
"Quantrill, Cal","615698","2024","68","4",14.7,7.4,"0",".283",".470",,,"85.1","1591","80","2460","92.9","2186"
"Waguespack, Jacob","621097","2024","51","1",21.6,19.6,"0",".297",".452",,,"85.6","1568","76","2278",,
"Eflin, Zach","621107","2024","74","4",20.3,2.7,"1",".255",".456",,,"88.5",,"79.8","2496","91.7","2135"
"Blackburn, Paul","621112","2024","71","0",15.5,4.2,"0",".229",".353","81.6","2640","84.9","1699","79.6","2531","90.7","2014"
"Berríos, José","621244","2024","99","2",21.2,7.1,"2",".275",".409",,,"84.8","1533",,,"93.8","2071"
"Wood, Alex","622072","2024","85","2",18.8,11.8,"5",".296",".449","81.5","2053","84.6","1670",,,"90.7","1961"
"Castillo, Luis","622491","2024","99","3",27.3,4,"0",".263",".418","85.2","2262","87.8","1786",,,"95.2","2039"
"Severino, Luis","622663","2024","68","2",25,8.8,"0",".249",".453","86.9","2498","86.2","1549",,,"95.8","2070"
"Flexen, Chris","623167","2024","63","3",11.1,9.5,"0",".315",".598","80.5","2451","80.5","1260","71.6","2483","90.7","2063"
"Suárez, Ranger","624133","2024","63","2",30.2,4.8,"1",".196",".282","83.4","2080","81.9","1233","75.8","2196","90.9","1921"
"Maeda, Kenta","628317","2024","63","4",15.9,7.9,"1",".263",".486","80.7","2515",,,"73.6","2672",,
"Manaea, Sean","640455","2024","65","1",27.7,10.8,"2",".270",".440","86.3","1972","85.6","1552",,,,
"Puk, A.J.","640462","2024","58","1",13.8,24.1,"0",".249",".371","85.8","2139",,,,,"93.7","2077"
"López, Pablo","641154","2024","69","2",23.2,5.8,"0",".255",".388",,,"88.7","2061","81.8","2600","94.9","2120"
"Alexander, Tyler","641302","2024","70","5",17.1,7.1,"0",".246",".460","76.6","2065","81","1723",,,"88.4","2156"
"Cortes Jr., Nestor","641482","2024","92","3",20.7,5.4,"1",".240",".372","82.2","2267","83","1427",,,"89.7","2229"
"Dunning, Dane","641540","2024","75","4",22.7,12,"3",".272",".516","81.1","2346","85.6","1935","75.8","2273","89.9","2129"
"France, J.P.","641585","2024","76","1",15.8,9.2,"1",".289",".427",,,"80.8","1960","74.2","2552","93.1","2452"
"Hudson, Dakota","641712","2024","73","1",15.1,8.2,"0",".260",".420","84.5","2497","83.1","1890","80.3","2298","91.1","2073"
"Littell, Zack","641793","2024","64","0",23.4,7.8,"0",".204",".274","86.7","2232",,,,,"92.2","2017"
"Ober, Bailey","641927","2024","54","3",20.4,5.6,"0",".281",".545","80","2017","83.1","2067","76","2130",,
"Yarbrough, Ryan","642232","2024","60","2",10,6.7,"1",".215",".351",,,"78.2","1883","72","2161","86.3","1841"
"Peralta, Freddy","642547","2024","66","2",39.4,3,"2",".191",".327","81.9","2452","88.6","2013","79.8","2232",,
"Soroka, Michael","647336","2024","89","4",11.2,13.5,"1",".326",".506","81.7","2810","82.1","2202",,,"92.3","2285"
"King, Michael","650633","2024","88","6",21.6,14.8,"0",".261",".539","86.8","2391","86.4","2092",,,"92.3","2261"
"Civale, Aaron","650644","2024","66","3",27.3,6.1,"0",".196",".302",,,,,"76.6","3118","92","2259"
"Sánchez, Cristopher","650911","2024","68","0",22.1,10.3,"0",".234",".320","82.7","2037","84.2","1959",,,"93.7","2121"
"Canning, Griffin","656288","2024","66","5",18.2,6.1,"1",".293",".603","87.4","2542","88.1","1767","80.5","2314",,
"Cease, Dylan","656302","2024","66","1",30.3,9.1,"0",".200",".392","87.8","2779","64.7","1418","82.2","2715",,
"Flaherty, Jack","656427","2024","79","3",25.3,3.8,"3",".252",".402","85.3","2432","84.2","1596","77.5","2447","90.2","2023"
"Houck, Tanner","656557","2024","76","1",25,2.6,"2",".279",".452","83.6","2505",,,,,"93.3","2185"
"Keller, Mitch","656605","2024","106","2",19.8,6.6,"1",".268",".419",,,"90.1","1648","78.9","2683","93.2","2442"
"Webb, Logan","657277","2024","100","1",17,5,"1",".328",".455",,,"87.7","1459",,,"91.9","1960"
"Schmidt, Clarke","657376","2024","63","1",25.4,12.7,"0",".231",".340",,,"87.3","2510","83.2","2998","94.6","2519"
"Ryan, Joe","657746","2024","70","2",34.3,2.9,"1",".180",".326","86.8","2356",,,,,"91.6","1901"
"Suarez, José","660761","2024","54","3",20.4,16.7,"1",".262",".517","85.3","2587","81.8","1539","75.9","2851","90.7","2091"
"Waldron, Matt","663362","2024","66","1",24.2,9.1,"0",".262",".429",,,,,,,"90.6","1921"
"Feltner, Ryan","663372","2024","68","2",26.5,8.8,"1",".180",".282","88.3","2449","85.9","1631","80.8","2470","94.8","2308"
"McKenzie, Triston","663474","2024","62","2",8.1,19.4,"0",".268",".474","85.4","2135",,,"77.2","2149",,
"Falter, Bailey","663559","2024","59","2",10.2,6.8,"0",".256",".448","85.7","1971",,,"78","1863","91.1","1823"
"Irvin, Jake","663623","2024","65","2",21.5,7.7,"0",".282",".461",,,,,"80.4","2497","92.4","2289"
"Sandoval, Patrick","663776","2024","61","0",24.6,11.5,"1",".252",".348","88.4","2514","82.9","1703","77.5","2780","93.8","1948"
"Hicks, Jordan","663855","2024","66","1",19.7,4.5,"1",".196",".273",,,,,,,"95.5","1945"
"Singer, Brady","663903","2024","70","2",25.7,5.7,"2",".214",".351","83.5","2413","88.6","2092",,,"92.2","2277"
"Valdez, Framber","664285","2024","50","0",20,12,"2",".256",".314","84.6","2586","91","1854","80.7","2976","94.3","2164"
"Javier, Cristian","664299","2024","95","1",18.9,11.6,"0",".209",".359","77.9","2573","81.4","2362","75.5","2973",,
"Kremer, Dean","665152","2024","72","4",19.4,2.8,"0",".302",".615",,,,,"78.2","2711","91.9","2098"
"Assad, Javier","665871","2024","64","2",28.1,7.8,"1",".215",".360","79.7","2388","85","1386","76.5","2424","91.9","1874"
"Ragans, Cole","666142","2024","98","1",29.6,7.1,"1",".237",".324","86.4","2498","86.6","2168","81.8","2439",,
"Luzardo, Jesús","666200","2024","88","5",23.9,11.4,"0",".240",".478","84.5","2334","87.3","1988","83.2","2103","96.1","2122"
"Gallen, Zac","668678","2024","89","0",29.2,7.9,"1",".235",".349","85.2","2443","86","1533","80.3","2401","91.6","2274"
"Thompson, Zack","668868","2024","61","4",24.6,9.8,"0",".238",".383","82.7","2027",,,"73.2","2676",,
"Greene, Hunter","668881","2024","73","2",30.1,8.2,"4",".170",".252","86.8","2385",,,"81.3","2474",,
"Ashcraft, Graham","668933","2024","75","3",25.3,5.3,"0",".235",".391","89.1","2805","90","1686",,,"94.7","2291"
"Gore, MacKenzie","669022","2024","65","1",35.4,7.7,"2",".222",".320","91.2","2035","84.7","1880","82.8","2360",,
"Hall, DL","669084","2024","64","4",15.6,7.8,"2",".304",".533","83.3","2369","84.1","1996","79.3","2543",,
"Nelson, Ryne","669194","2024","64","2",20.3,7.8,"0",".258",".462","82.6","2505","84.8","1931","76.3","2531",,
"Burnes, Corbin","669203","2024","92","3",27.2,4.3,"0",".207",".361","86.7","2900","88","2112","80.1","2891","96.1","2435"
"Gilbert, Logan","669302","2024","77","4",29.9,3.9,"0",".237",".436","87.2","1899",,,"82.8","2141","95","2040"
"Wells, Tyler","669330","2024","67","3",19.4,4.5,"0",".314",".623","84.3","2425","85.8","2305","76.1","2657",,
"Skubal, Tarik","669373","2024","65","2",30.8,6.2,"0",".155",".236","87","2062","84.5","1693","78.2","2301","96.2","2084"
"Rogers, Trevor","669432","2024","72","0",19.4,11.1,"0",".267",".364","82.4","2234","86.1","1604",,,"92","2375"
"Blanco, Ronel","669854","2024","76","0",21.1,11.8,"0",".142",".186","86.8","2096","85.6","1496","79.6","2267",,
"Kirby, George","669923","2024","67","1",19.4,3,"1",".275",".408","86","2292",,,"81.1","2434","95.3","2157"
"Francis, Bowden","670102","2024","52","4",28.8,11.5,"1",".237",".477","84.7","2522",,,"73.6","2367",,
"Winckowski, Josh","670174","2024","49","1",30.6,10.2,"1",".250",".411","85.7","2323","91.8","1745",,,"94.9","2007"
"Abbott, Andrew","671096","2024","69","1",15.9,5.8,"1",".235",".379",,,"85","2150","80.4","2797",,
"Allen, Logan","671106","2024","90","4",18.9,6.7,"0",".250",".430",,,"81.3","809",,,,
"Boyle, Joe","671212","2024","61","0",24.6,13.1,"1",".250",".372","87.4","2608",,,"80.4","2473",,
"Detmers, Reid","672282","2024","64","0",40.6,9.4,"1",".195",".264","85.5","2252","84.9","1590","75.5","2540",,
"Bradford, Cody","674003","2024","71","1",23.9,2.8,"0",".202",".354","84.2","2071","81.4","1825","75.7","2121",,
"Henry, Tommy","674072","2024","68","3",22.1,10.3,"1",".275",".503","83.3","2126","83.7","1514","78.2","2287","90.4","2123"
"Grove, Michael","675627","2024","50","0",22,8,"2",".258",".325","86.7","2365",,,"80.1","2571","95.3","2302"
"Hancock, Emerson","676106","2024","66","4",16.7,3,"2",".327",".536","86.3","2179","87.2","1893",,,"93","2324"
"Miller, Bobby","676272","2024","50","2",36,12,"0",".248",".398","90.2","2372","86.3","2270","79.8","2670","97.7","2304"
"Bibee, Tanner","676440","2024","65","2",23.1,12.3,"1",".313",".577","85.2","2707","82.6","1936","79.3","2682",,
"Whitlock, Garrett","676477","2024","59","1",27.1,10.2,"1",".237",".400","84.1","2026","84.6","2118",,,"93.4","2012"
"Sears, JP","676664","2024","66","2",10.6,9.1,"2",".268",".469","80","2468","84.7","1709",,,"91","1793"
"Crawford, Kutter","676710","2024","64","0",28.1,12.5,"1",".135",".199","83.4","2291",,,"77.4","2225",,
"Winn, Keaton","676775","2024","66","1",19.7,10.6,"1",".236",".391","87.8","2263",,,,,"95.1","2283"
"Meyer, Max","676974","2024","65","2",21.5,4.6,"1",".237",".445","88.8","2617","87.1","1774",,,"93.6","2355"
"Crochet, Garrett","676979","2024","88","2",35.2,4.5,"1",".173",".262","83.8","2464","90.6","1886",,,,
"Weathers, Ryan","677960","2024","65","1",18.5,12.3,"3",".264",".475",,,"86.4","1777",,,"94.5","2240"
"Bello, Brayan","678394","2024","88","4",21.6,5.7,"1",".248",".430","87.4","2314","86.6","1813",,,"95.5","2004"
"Marsh, Alec","679525","2024","68","1",14.7,4.4,"0",".289",".406","86.7","2511","87.6","1824","83","2628","93.4","2381"
"Rodriguez, Grayson","680570","2024","74","3",28.4,6.8,"0",".226",".410",,,"83.6","1743","80.5","2714","95.1","2244"
"Miller, Bryce","682243","2024","72","2",23.6,8.3,"0",".234",".385","87","2555",,,,,"94.7","2400"
"Jones, Jared","683003","2024","72","4",34.7,2.8,"1",".232",".419","88","2559","90.7","1705","80.8","2688",,
"Imanaga, Shota","684007","2024","59","0",27.1,3.4,"0",".238",".378",,,,,"73.9","2434",,
"Brown, Hunter","686613","2024","53","2",15.1,13.2,"0",".385",".531","87.1","2291",,,"80.5","2543",,
"Pepiot, Ryan","686752","2024","65","3",30.8,7.7,"0",".208",".368","88.1","2560","86.5","2316","80.8","2635",,
"Harrison, Kyle","690986","2024","68","4",25,4.4,"1",".255",".479","87.3","2093","86.4","1929",,,,
"Pfaadt, Brandon","694297","2024","74","3",23,4.1,"2",".262",".426",,,"87.2","2021","79.1","2498","92.6","2355"
"Stone, Gavin","694813","2024","66","0",22.7,7.6,"0",".273",".349","87.8","2030","87","1697","83.4","2292","95.2","2074"
"Wicks, Jordan","696136","2024","65","0",29.2,12.3,"1",".251",".395","82.5","2743","81.9","1517","78.4","2810","91.8","2155"
"Yamamoto, Yoshinobu","808967","2024","66","2",31.8,6.1,"1",".222",".367","83.4","2637",,,"78.4","2753",,
